months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_bind_year
23,37,IN,A,500,1668.27,1000000,MALE,JD,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,9,1,YES,1,3,YES,2930,6600,46340,Ford,2007,N,2009
293,41,IN,B,500,1046.25,0,MALE,Masters,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,2,2,?,3,2,NO,5300,9050,44700,Dodge,2010,N,2005
107,37,OH,C,1000,1349.15,6000000,MALE,Associate,hiking,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,19,3,?,1,0,YES,13700,9700,41520,Suburu,2000,N,1991
510,48,IN,C,1000,1056.4,0,FEMALE,High School,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,2,2,?,1,2,NO,3400,15700,57200,Nissan,2000,N,2006
240,50,IN,C,2000,1472.76,0,FEMALE,High School,camping,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,11,2,?,2,1,NO,12800,5100,59000,Nissan,2013,N,1992
256,44,IL,B,2000,1252.97,2000000,FEMALE,MD,paintball,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,3,2,YES,1,1,YES,14760,7520,43700,Ford,1991,N,1997
332,47,OH,C,1000,1096.2,0,FEMALE,MD,polo,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,15,1,NO,2,1,YES,14290,10300,89700,Volkswagen,1999,N,1992
236,37,IL,C,2000,1317.34,8000000,MALE,MD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,2,4,YES,1,2,NO,3900,0,52600,Dodge,2000,N,1993
175,27,OH,C,1000,1758.42,0,MALE,High School,base-jumping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,15,3,NO,0,2,YES,5200,9380,48790,Ford,2005,N,2000
365,33,IL,A,500,1534.46,0,MALE,College,exercise,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,9,2,NO,1,5,YES,7170,15500,44100,Mercedes,2015,N,2010
142,27,IN,A,500,762.78,0,MALE,MD,camping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,4,4,YES,1,1,YES,4300,11380,36400,Nissan,2012,N,2007
91,34,OH,A,1000,1357.85,8000000,MALE,College,hiking,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,17,2,?,0,0,YES,1000,8400,31460,Ford,2005,N,2001
7,31,IL,C,2000,1236.05,2000000,MALE,College,dancing,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,16,4,YES,1,0,NO,5820,3840,56100,Toyota,2008,N,1996
84,28,OH,B,2000,829.84,0,FEMALE,PhD,hiking,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,3,1,YES,0,0,YES,18100,5700,60280,Accura,2010,N,1990
286,33,OH,A,2000,1381.95,1000000,FEMALE,JD,kayaking,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,16,1,NO,1,0,YES,9900,11800,67100,Dodge,2004,N,1990
202,27,IN,B,500,1133.93,1000000,FEMALE,Associate,movies,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,13,1,?,1,1,YES,8800,10500,76690,Saab,2014,N,2002
201,37,OH,B,500,1112.18,1000000,FEMALE,PhD,basketball,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,13,1,NO,1,1,NO,0,12970,67760,Chevrolet,1995,N,2009
104,27,IL,C,500,1005.48,6000000,FEMALE,MD,hiking,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,10,1,NO,2,0,NO,4100,11320,40310,Dodge,2004,N,1996
119,26,IN,C,2000,1480.78,0,FEMALE,MD,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,21,3,NO,1,2,NO,13400,2670,4200,Honda,2005,N,2009
249,43,OH,C,2000,1500.93,0,FEMALE,Masters,movies,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,9,2,?,3,2,YES,5390,19520,67400,Dodge,2004,N,2009
15,30,IL,C,1000,1771.95,0,FEMALE,High School,skydiving,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,2,1,?,2,0,NO,0,10300,37500,Jeep,2002,N,1996
327,51,IL,C,2000,1662.88,6000000,FEMALE,Masters,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,4,1,?,3,3,YES,11100,10770,80200,Chevrolet,2000,N,2003
130,27,IN,A,1000,1395.42,0,FEMALE,Masters,kayaking,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,13,1,YES,1,1,NO,10650,5900,41860,Toyota,2008,N,2006
121,30,IN,A,500,1711.05,6000000,FEMALE,College,skydiving,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,2,3,?,2,3,NO,18390,3470,45700,Honda,2003,N,2009
247,52,OH,C,1000,1033.77,1000000,FEMALE,Masters,board-games,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,16,3,NO,0,3,NO,11700,5600,34900,Audi,2010,N,2005
517,59,OH,A,1000,1192.32,0,MALE,JD,exercise,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,13,4,?,2,1,YES,5250,17200,60500,Jeep,2007,N,2005
343,54,IL,C,2000,617.85,5000000,MALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,13,5,?,0,0,YES,6260,9430,45920,Suburu,2013,N,1998
387,45,OH,C,1000,1123.58,0,MALE,Masters,golf,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,17,1,NO,0,2,NO,800,3000,56200,Accura,2010,N,2007
35,29,IL,C,1000,761.21,6000000,FEMALE,JD,camping,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,18,1,NO,0,1,YES,11900,7160,38660,BMW,2002,N,2007
338,57,IN,C,2000,1112.33,0,MALE,Masters,bungie-jumping,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,4,2,YES,1,3,NO,7000,7500,23100,Nissan,2008,N,2003
309,34,OH,A,1000,1123.46,2000000,MALE,MD,basketball,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,17,1,NO,1,1,NO,0,1760,60500,Accura,1996,N,2006
120,19,IL,C,2000,1066.81,0,FEMALE,MD,kayaking,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,11,1,NO,1,1,YES,7500,9800,13350,Volkswagen,2008,N,2003
126,27,IL,B,2000,1126.43,1000000,FEMALE,Associate,board-games,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,22,1,?,2,3,NO,6850,6890,60980,Chevrolet,2009,N,2012
423,61,OH,A,1000,1246.68,7000000,FEMALE,PhD,bungie-jumping,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,2,3,?,2,2,YES,10430,8100,32050,Ford,2009,N,1996
303,61,IN,A,2000,1558.7,0,MALE,Associate,skydiving,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,11,2,?,0,1,NO,5400,14530,84470,Audi,2003,N,1992
349,50,IL,B,1000,1656.93,0,MALE,High School,movies,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,8,1,?,1,2,YES,6500,1130,22700,BMW,2010,N,1999
296,27,IL,C,2000,1358.65,7000000,MALE,MD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,11,2,YES,1,2,NO,7930,0,72560,Dodge,1998,N,1993
471,63,IN,A,2000,1262.72,0,MALE,College,sleeping,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,7,3,NO,1,0,NO,6580,5070,28100,Jeep,2013,N,1992
202,25,IL,B,500,871.38,5000000,MALE,College,camping,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,13,2,NO,1,4,YES,7000,7200,66400,BMW,2010,N,2012
237,51,OH,C,1000,1102.29,3000000,FEMALE,College,golf,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,16,1,NO,1,1,YES,13600,9500,96130,Suburu,1990,N,2010
143,32,OH,A,1000,1594.37,0,FEMALE,High School,bungie-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,20,3,NO,1,1,NO,8910,9800,30300,Ford,2014,N,2001
85,26,IN,A,2000,1439.83,0,FEMALE,College,board-games,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,16,4,YES,1,1,NO,6900,13600,47760,Jeep,2010,N,2007
421,56,IN,B,500,954.74,1000000,MALE,High School,bungie-jumping,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,22,1,NO,1,0,NO,15340,4310,81600,Saab,2004,N,1992
252,28,OH,B,2000,1789.19,0,FEMALE,Masters,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,1,1,YES,0,0,YES,12010,13600,77600,Audi,2000,N,1996
141,49,IN,C,500,951.48,0,MALE,High School,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,2,2,?,1,4,NO,10400,7140,53990,Volkswagen,2002,N,2005
109,35,OH,C,500,985.77,3000000,FEMALE,PhD,reading,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,4,1,?,2,2,NO,6300,11360,54900,Volkswagen,2007,N,2002
157,36,OH,B,1000,1192.95,3000000,MALE,Masters,exercise,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,17,1,NO,1,2,NO,17340,2280,44000,Suburu,2012,N,1996
401,48,OH,B,500,1801.82,0,MALE,PhD,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,3,2,?,2,1,YES,7100,9990,68450,Suburu,2005,N,1998
27,26,IL,A,1000,1479.3,2000000,MALE,Masters,camping,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,10,1,?,1,0,NO,15600,6800,72500,BMW,1997,N,2001
103,39,OH,C,500,1264.94,2000000,FEMALE,Masters,exercise,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,1,1,NO,3,1,NO,9400,7450,49100,BMW,2007,N,2009
592,55,IN,C,2000,896.72,1000000,MALE,Masters,bungie-jumping,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,5,1,YES,2,2,NO,3000,12900,46900,Nissan,2011,N,2003
330,64,OH,A,1000,1241.35,0,MALE,Associate,basketball,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,6,1,YES,0,0,NO,11990,1300,62760,Accura,2000,N,2000
254,44,OH,A,2000,1541.06,0,FEMALE,MD,golf,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,1,2,YES,3,1,YES,1200,5600,27460,Honda,2011,N,1990
194,37,IL,C,1000,1494.16,0,MALE,JD,skydiving,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,3,4,NO,2,1,NO,5000,9560,22700,Honda,1997,N,1991
82,35,IL,A,500,1039.82,2000000,FEMALE,High School,dancing,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,19,1,?,0,0,NO,13660,13530,76080,BMW,2007,N,1994
309,41,OH,A,500,1599.4,5000000,MALE,College,camping,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,23,4,NO,1,0,NO,12500,7500,32740,BMW,1992,N,1993
66,35,IN,B,1000,1110.58,4000000,MALE,MD,video-games,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,21,1,?,1,0,NO,14900,18850,31500,Toyota,1998,N,1992
205,58,OH,C,1000,1030.81,0,FEMALE,College,golf,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,15,3,NO,1,0,YES,13100,4080,49300,Suburu,2001,N,2010
428,55,IN,A,1000,1830.77,0,MALE,High School,exercise,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,13,3,YES,3,0,NO,13700,12790,58500,Saab,1996,N,1992
245,43,IL,B,500,1741.09,1000000,MALE,High School,movies,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,2,1,?,1,4,YES,0,5640,21700,BMW,2013,N,1999
197,30,IL,C,500,1454.75,0,MALE,College,bungie-jumping,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,6,1,NO,0,2,NO,6400,9690,58200,Suburu,2001,N,1995
430,56,IN,B,1000,1706.88,1000000,MALE,JD,camping,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,8,3,YES,2,1,NO,16410,8200,54300,Chevrolet,2005,N,2007
338,36,IL,C,1000,1293.99,0,MALE,MD,movies,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,12,1,?,1,1,NO,5000,10310,76800,Honda,2011,N,2006
419,56,IN,A,2000,1108.59,0,MALE,JD,movies,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,13,3,?,1,1,YES,7680,2700,26200,Mercedes,2002,N,1997
50,36,IN,A,1000,1258.5,0,FEMALE,JD,sleeping,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,23,1,YES,2,1,NO,12620,8000,41660,Suburu,2008,N,1990
216,33,IN,B,1000,797.86,0,FEMALE,PhD,skydiving,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,3,1,?,0,1,NO,26800,17530,69000,Dodge,2010,N,2005
138,48,IL,A,500,1249.87,1000000,MALE,Associate,base-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,22,3,?,2,2,YES,11780,17070,35600,Audi,2008,N,1990
22,35,IL,A,1000,1378.75,0,MALE,PhD,skydiving,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,11,4,NO,1,4,YES,5940,16500,68240,Mercedes,2008,N,2005
26,23,OH,B,2000,833.04,0,FEMALE,College,movies,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,1,3,YES,0,0,NO,12250,20920,68090,Accura,1993,N,2008
110,37,IN,B,2000,994.97,1000000,MALE,College,dancing,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,4,1,YES,0,2,YES,10800,9600,23100,Nissan,2006,N,2011
305,28,IN,B,1000,914.59,0,FEMALE,College,hiking,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,24,1,NO,0,2,YES,12300,3850,64200,BMW,2010,N,2000
122,29,OH,A,1000,1053.6,0,MALE,MD,movies,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,5,1,NO,0,3,NO,7200,100,59950,Audi,2006,N,1994
103,25,IL,A,2000,1099.22,0,FEMALE,JD,bungie-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,22,3,?,0,2,NO,0,5500,5880,Audi,2009,N,2013
17,31,OH,B,500,2039.75,3000000,MALE,College,kayaking,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,14,1,?,3,1,YES,10220,9400,25900,Volkswagen,2000,N,1995
314,55,IL,A,500,1424.14,0,FEMALE,MD,movies,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,13,1,?,2,3,YES,3640,8580,5980,Jeep,2012,N,1994
124,33,IN,A,500,879.39,7000000,MALE,MD,exercise,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,13,1,NO,1,0,YES,12330,6220,36500,Chevrolet,2006,N,1993
229,28,IL,A,500,1658.14,0,FEMALE,JD,board-games,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,12,4,NO,1,2,YES,7020,6040,41420,Toyota,2008,N,1991
80,26,OH,B,2000,1185.0,2000000,FEMALE,College,movies,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,3,5,YES,0,1,NO,13070,20400,54300,Accura,1996,N,2008
63,40,IN,A,1000,1181.24,1000000,FEMALE,College,exercise,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,22,1,?,2,2,YES,2700,2100,41620,Chevrolet,2009,N,2001
173,33,IL,B,2000,1394.34,0,FEMALE,PhD,yachting,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,0,2,NO,1,2,YES,17000,7200,89000,Ford,2010,N,1997
151,36,OH,B,1000,994.89,2000000,MALE,MD,reading,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,8,1,NO,1,0,NO,3500,11000,65300,Dodge,1983,N,1999
160,48,OH,B,2000,1089.01,0,FEMALE,College,camping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,14,2,NO,1,3,NO,10050,6100,63860,Chevrolet,2007,N,1992
235,41,IN,B,500,1328.7,4000000,MALE,High School,bungie-jumping,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,18,3,YES,2,3,YES,9400,9600,57610,Audi,2000,N,2008
495,60,OH,C,500,1455.12,4000000,FEMALE,MD,chess,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,15,2,YES,1,3,YES,7700,1300,40500,Accura,2012,N,1991
51,35,OH,C,500,1278.95,4000000,FEMALE,Associate,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,10,1,?,1,0,NO,2200,3670,81600,Dodge,2007,N,1994
88,32,IL,A,1000,1178.89,0,MALE,Associate,base-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,14,3,?,2,2,YES,5900,5800,48900,Audi,2010,N,1990
45,35,IN,B,1000,1536.19,0,FEMALE,PhD,camping,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,11,1,?,0,1,NO,8810,19500,53200,Volkswagen,2009,N,2010
68,27,OH,C,500,1325.15,6000000,MALE,College,hiking,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,5,2,?,2,3,YES,11400,7000,74250,Nissan,2013,N,2005
385,58,IL,B,1000,1284.65,5000000,MALE,Associate,board-games,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,12,3,?,1,1,NO,1600,4800,49900,Mercedes,2000,N,2006
34,19,IN,B,500,1191.35,0,FEMALE,MD,camping,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,20,1,NO,0,0,NO,8600,11140,52400,Suburu,1997,N,2008
130,33,OH,B,500,1717.33,5000000,MALE,College,kayaking,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,18,1,?,3,0,YES,10800,2820,33400,Volkswagen,2002,N,1995
199,36,IL,B,2000,1868.17,3000000,FEMALE,JD,base-jumping,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,14,1,?,1,2,NO,21000,13160,68420,Audi,2007,N,1998
355,39,IL,C,1000,668.91,0,MALE,Associate,movies,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,13,1,YES,1,3,YES,7140,7000,63440,Jeep,2002,N,1998
1,41,OH,C,2000,1686.1,0,MALE,Associate,basketball,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,10,2,?,2,0,YES,11910,7600,20560,Audi,2005,N,2003
15,32,OH,A,2000,740.98,0,FEMALE,High School,reading,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,12,3,?,1,0,YES,320,13400,48300,Audi,2008,N,2009
218,40,IN,B,1000,1537.08,1000000,FEMALE,JD,kayaking,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2,2,?,1,0,YES,6500,10710,47600,Chevrolet,2009,N,1991
221,19,OH,C,500,1260.19,0,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,6,3,?,0,4,YES,0,3590,47120,Audi,2005,N,1993
285,52,IL,B,2000,1320.89,0,MALE,MD,basketball,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,10,5,?,1,4,YES,4450,9900,34000,Volkswagen,2002,N,2004
79,30,IN,A,1000,1380.73,0,FEMALE,College,reading,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,3,1,NO,3,0,YES,14300,4490,42410,Chevrolet,1997,N,1992
318,36,IL,A,1000,691.99,6000000,MALE,MD,reading,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,11,1,NO,2,1,NO,16210,8390,23400,Jeep,1998,N,2013
133,27,OH,C,2000,1365.94,0,MALE,College,base-jumping,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,14,5,?,1,0,NO,7600,4790,25820,Accura,2003,N,2011
117,44,IL,C,1000,1181.45,2000000,FEMALE,High School,exercise,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,13,2,?,3,3,YES,7690,5840,49400,Nissan,2009,N,2009
151,33,IL,B,1000,1474.85,0,FEMALE,Masters,polo,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,19,2,NO,2,1,YES,11030,27650,84500,Mercedes,2008,N,2003
284,38,OH,C,500,1488.76,0,FEMALE,Masters,bungie-jumping,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,17,1,?,0,3,YES,13270,9740,28130,Mercedes,2009,N,2001
86,45,IN,B,500,1050.27,0,MALE,Masters,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,4,3,?,2,3,NO,6490,12500,39300,Dodge,2008,N,2005
216,35,OH,A,500,994.85,1000000,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,12,3,?,2,1,YES,0,16100,51400,Ford,2002,N,2005
616,55,IN,C,2000,1136.54,1000000,MALE,Masters,bungie-jumping,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,3,1,YES,2,2,NO,4800,14290,38600,Nissan,2010,N,2003
20,21,IL,B,1000,1319.38,2000000,FEMALE,Associate,reading,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,16,3,?,2,1,NO,8890,3530,70450,Suburu,2009,N,2011
236,43,OH,B,2000,881.63,0,FEMALE,College,movies,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,5,3,?,2,0,YES,11230,6200,46400,Dodge,1991,N,1997
366,44,OH,A,2000,1079.48,0,FEMALE,PhD,sleeping,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,15,2,NO,1,3,YES,10550,16300,38650,Nissan,1999,N,1996
106,37,OH,A,1000,1710.16,4000000,MALE,JD,movies,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,10,4,NO,1,1,NO,0,3190,16000,Volkswagen,1993,N,2013
292,25,IN,C,500,1417.61,0,MALE,PhD,basketball,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,17,1,YES,2,3,NO,11540,12200,41170,Volkswagen,1996,N,1998
356,44,OH,B,1000,1311.27,2000000,MALE,PhD,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,8,1,?,2,1,YES,8720,7400,78500,Suburu,2004,N,1998
246,41,OH,A,1000,1241.38,0,MALE,JD,camping,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,23,3,NO,3,0,YES,5680,4300,35480,BMW,2010,N,2004
441,59,OH,B,2000,1311.1,9000000,MALE,MD,bungie-jumping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,11,3,?,1,1,YES,14600,14100,78090,Nissan,1998,N,2004
157,43,IL,B,500,1036.34,2000000,MALE,High School,paintball,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,3,2,?,0,0,NO,10700,16220,76500,Nissan,2002,N,1994
606,60,OH,A,2000,1297.45,0,FEMALE,High School,skydiving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,20,3,YES,1,2,YES,18460,18500,85270,Audi,2008,N,1999
150,40,IN,B,500,634.61,0,FEMALE,PhD,skydiving,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,3,1,?,1,2,NO,18780,9290,64400,Dodge,2006,N,2005
298,34,OH,B,500,1025.8,0,MALE,Masters,exercise,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,12,1,NO,1,1,NO,14350,5400,42400,Suburu,2005,N,1996
332,56,OH,B,500,960.64,2000000,MALE,MD,camping,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,22,2,NO,1,1,NO,13500,11800,44530,Saab,2006,N,1998
113,26,IL,C,500,1420.96,0,FEMALE,High School,golf,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,4,1,?,3,1,NO,8600,11640,44910,Saab,1996,N,2000
235,31,IL,A,1000,1294.26,7000000,FEMALE,High School,reading,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,23,4,NO,0,0,NO,6880,4800,18900,Saab,1999,N,2012
118,35,OH,A,1000,1373.24,5000000,FEMALE,High School,yachting,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,11,3,?,2,2,NO,8300,12400,52940,Volkswagen,2014,N,2000
205,46,OH,C,1000,1415.18,0,FEMALE,JD,polo,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,24,1,YES,2,3,NO,11860,12300,31110,Volkswagen,2004,N,2013
205,43,OH,A,2000,1639.26,1000000,MALE,Associate,chess,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,13,1,NO,1,3,YES,9630,12800,60900,Nissan,1994,N,2009
196,43,IN,C,500,1569.13,1000000,FEMALE,JD,reading,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,16,1,YES,2,0,YES,8170,5100,48400,Mercedes,1996,N,2012
122,32,OH,A,500,1127.87,0,MALE,Associate,reading,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,15,3,YES,0,2,NO,9110,9100,34350,Nissan,2000,N,2010
81,26,OH,B,2000,1441.86,0,FEMALE,Associate,bungie-jumping,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,8,2,YES,2,3,NO,1900,14600,56300,Saab,2008,N,2005
75,42,OH,C,1000,1270.71,4000000,MALE,College,hiking,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,12,3,?,0,4,YES,7810,10430,41600,Nissan,2011,N,2005
162,9,OH,A,1000,1275.62,2000000,FEMALE,Masters,golf,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,7,2,YES,1,0,YES,10000,16150,44860,Suburu,1994,N,2003
90,29,IN,A,500,734.95,0,MALE,MD,camping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,8,3,YES,1,1,YES,710,8200,39430,Nissan,2011,N,2007
455,58,IL,B,2000,1040.53,0,MALE,PhD,hiking,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,14,3,NO,3,1,YES,19550,14300,46600,BMW,1993,N,1996
334,42,IL,C,1000,1143.29,1000000,FEMALE,High School,yachting,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,20,1,YES,0,1,NO,11890,14800,38820,Chevrolet,1992,N,2002
393,48,OH,C,2000,1501.71,0,MALE,Associate,reading,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,23,3,?,0,1,NO,14700,4000,66900,Suburu,2007,N,1993
